seed,backend,seq_len,batch_id,batch_size,tokens,time_s,tokens_per_s,energy_j,energy_per_1k_tokens,mean_power_w,vram_peak_gb,loss,ppl
11,math,1024,8,11,11264,0.8901428170000258,12654.149182444813,39.14139912905778,3.474911144270045,45.55542316017314,14.544921875,8.736506462097168,6226.106534592755
11,math,1024,9,11,11264,0.8876275390000501,12690.007356789956,36.513185186949805,3.241582491739152,42.83692316017315,14.544921875,9.196039199829102,9858.006038655578
11,math,1024,10,11,11264,0.8914393029999701,12635.745318938869,33.68517594996489,2.9905163307852356,39.338023160173144,14.544921875,9.006237030029297,8153.781040724809
11,math,1024,11,11,11264,0.8935969800000407,12605.235080359702,33.91027124961959,3.0104999333824214,38.74112316017316,14.544921875,8.919659614562988,7477.543549527131
11,math,1024,12,11,11264,0.8962562220000336,12567.83464762332,35.67544481378209,3.167209234178098,41.200273160173154,14.544921875,8.727028846740723,6167.376640978445
11,math,1024,13,11,11264,0.8862927700000114,12709.118680952182,37.68806603375851,3.3458865441902086,43.66417316017315,14.544921875,8.660950660705566,5773.020238121939
11,math,1024,14,11,11264,0.8876655540000229,12689.463896894336,38.65389008296107,3.431630866740152,44.62342316017316,14.544921875,8.676230430603027,5861.908022026895
11,math,1024,15,11,11264,0.8869006509999622,12700.407861128608,38.21630657476347,3.3927828990379503,44.84232316017316,14.544921875,8.697613716125488,5988.604642393819
11,math,1024,16,11,11264,0.8892849339999884,12666.356495363889,34.875831035026486,3.096220795013005,41.10482316017315,14.544921875,8.573344230651855,5288.787172731853
11,math,1024,17,11,11264,0.8945662170000332,12591.57766741328,32.09129600567344,2.849014205049134,36.78912316017315,14.544921875,8.880192756652832,7188.1761710494175
11,math,1024,18,11,11264,0.8904830959999686,12649.313670969896,33.0405366663862,2.933286280751616,38.37387316017316,14.544921875,8.9031343460083,7354.990533920763
11,math,1024,19,11,11264,0.8932840090000127,12609.65145072897,35.722414899700055,3.171379163680758,41.51822316017316,14.544921875,8.785161018371582,6536.525396768168
11,mem_efficient,1024,0,11,11264,0.8888509299999896,12672.541165029925,37.836373263692735,3.359053024120449,42.53474458874458,14.544921875,8.829407691955566,6832.2388268945315
11,mem_efficient,1024,1,11,11264,0.8946336950000386,12590.627944098967,33.59770251110302,2.982750578045368,37.88533105490999,14.544921875,8.936184883117676,7602.138612851298
11,mem_efficient,1024,2,11,11264,0.9005226450000237,12508.291782045862,36.16995597205184,3.2111111480869887,39.602649350649344,14.544921875,8.678874969482422,5877.430581658278
11,mem_efficient,1024,3,11,11264,0.8945446739999738,12591.880905883443,35.66439834399387,3.1662285461642283,41.551023160173145,14.544921875,8.815499305725098,6737.871182520829
11,mem_efficient,1024,4,11,11264,0.8973844109999618,12552.034403459767,32.29171476763918,2.8668070638884213,36.89602316017315,14.544921875,8.712523460388184,6078.562161443651
11,mem_efficient,1024,5,11,11264,0.891096048999998,12640.612661946643,34.68696980587971,3.079453995550401,38.10350649350649,14.544921875,9.194055557250977,9838.470660151888
11,mem_efficient,1024,6,11,11264,0.900848362999966,12503.769183183193,40.26862778966691,3.5749847114405995,46.000973160173146,14.544921875,8.811690330505371,6712.255613656259
11,mem_efficient,1024,7,11,11264,0.90023979099999,12512.221868673349,36.26945196012717,3.2199442436192447,40.601458874458864,14.544921875,8.700091361999512,6003.460680378046
